section, item,
Physics,Risk/benefit in radiology,
Physics,Risk models,
Physics,Relative,
Physics,Absolute,
Physics,Information sources,
Physics,Biological Effects of Ionizing Radiation (BEIR VII) reports,
Physics,International Council on Radiation Protection (ICRP) reports,
Physics,National Council on Radiation Protection and Measurements (NCRP 116) reports,
Physics,United Nations Scientific Committee on the Effects of Atomic Radiation (UNSCEAR) reports,
Physics,Radiation Protection  and Associated Regulations,
Physics,Sources of radiation to the human population (NCRP 160),
Physics,Medical sources,
Physics,Cosmic rays,
Physics,Man-made sources,
Physics,Average annual doses from background and diagnostic procedures,
Physics,Medical sources: occupational and  patient doses,
Physics,Projection radiography,
Physics,Mammography,
Physics,Fluoroscopy,
Physics,Interventional  radiology and  diagnostic angiography,
Physics,CT,
Physics,Factors affecting patient dose from medical sources,
Physics,Regulatory dose  limits and  “trigger” levels,
Physics,The  Joint Commission (TJC)  reviewable and  nonreviewable events,
Physics,Persons at  risk,
Physics,Occupational,
Physics,Nonoccupational  staff,
Physics,Members  of the  public,
Physics,Fetus,
Physics,Patient,
Physics,Dose  limits,
Physics,Occupational dose limits,
Physics,Members of the public,
Physics,Radiation detectors,
Physics,Personal dosimeters,
Physics,Available t echnologies,
Physics,Appropriate use and limitations,
Physics,Area monitors,
Physics,Dosimeters,
Physics,Principles of  radiat ion protection,
Physics,Time,
Physics,Distance,
Physics,Shielding for facilities workers and  others,
Physics,Shielding  materials,
Physics,Procedure appropriateness,
Physics,Advisory bodies,
Physics,International Commission on Radiological Protection (ICRP),
Physics,National Council on Radiation Protection and Measurements (NCRP),
Physics,The Joint Commission (TJC),
Physics,American College of Radiology (ACR),
Physics,Estimating effective fetal dose (procedure-specific doses) j )    Radiological emergencies,
Physics,Incidents,
Physics,Purposeful exposures,
Physics,Treatment of radiological casualties,
Physics,Biologic hazards of magnetic resonance imaging,
Physics,Static magnetic fields,
Physics,Projectiles,
Physics,Implanted metal objects,
Physics,Embedded metal objects,
Physics,Pacemakers,
Physics,Vertigo,
Physics,Equipment compatibility (Safe Conditional Unsafe),
Physics,Radiofrequency fields,
Physics,Radiofrequency waves and Specific Absorption Rate (SAR),
Physics,Response of implanted metal objects,
Physics,Potential risk for burns (Closed loops),
Physics,Gradient fields,
Physics,Nerve stimulation,
Physics,Loud noise,
Physics,Magnetophosphenes,
Physics,Claustrophobia,
Physics,Quenching (asphyxiation),
Physics,Contrast Agent Reactions,
Physics,Regulatory Limits,
Physics,5 gauss line,
Physics,Noise limits,
Physics,SAR,
Physics,Biologic hazards of ultrasonography,
Physics,Tissue heating ultrasound frequency and SPTA intensity,
Physics,Thermal Index (TI),
Physics,Ultrasound induced cavitation,
Physics,Mechanical Index (MI),
Physics,Pulsed Doppler,
Physics,Regulatory Limits,
Physics,International Commission  on  Radiological  Protection (ICRP),
Physics,National Council on  Radiation Protection and Meas urements  (NCRP),
Physics,Conference of  Radiation Control Program Directors (CRCPD),
Physics,International Atomic Energy Agency (IAEA),
Physics,Joint Commission on Accreditation of  Healthcare Organizations (JCAHO),
Physics,American College of Radiology (ACR),
Physics,National Electrical Manufact urers Associat ion (NEMA) (Medical Imaging and Technology Alliance or MITA),
Physics,Regulatory agencies,
Physics,State regulations for machine-produced sources,
Physics,U.S. Food and  Drug Administration (FDA),
Physics,Center for Devices and  Radiological Health (CDRH),
Physics,Center for  Drug Evaluation and Research (CDER),
Physics,U.S. Office of  Human Research Protections,
Physics,U.S. Depart me nt of  Labor Occupational Safety and  Health Administration (OSHA),
Physics,International  Electrotechnical Commission  (IEC),
Physics,Estimat ing effective fetal dose  (procedure-specific  doses),
Physics,Radiological emergencies,
Physics,Incidents,
Physics,Purposef ul exposures,
Physics,Treatment of  radiological casualties,
Physics,X-ray Projection Imaging: Concepts and Detectors,
Physics,Radiography concepts,
Physics,geometry,
Physics,Magnificat ion,
Physics,Inverse-square  law,
Physics,Radiographic contrast,
Physics,Subject,
Physics,Detector,
Physics,Scatter and scatter reduction,
Physics,Scatter-to- primary  ratio,
Physics,Grids,
Physics,Air gap,
Physics,artifacts and  image degradation,
Physics,Distortion,
Physics,Geo met ric  unsharpness,
Physics,Grid,
Physics,Detector,
Physics,Radiographic detectors,
Physics,Screen-film systems,
Physics,Intensifying screens,
Physics,Film  and film processing,
Physics,Computed radiography (CR),
Physics,Storage phosphors,
Physics,CR  readers,
Physics,Flat  panel detectors,
Physics,Direct detectors,
Physics,Indirect detectors,
Physics,General Radiography,
Physics,X-ray system components,
Physics,Tube and filtration,
Physics,Collimation,
Physics,Automatic exposure control (AEC),
Physics,Grids and  Bucky factor,
Physics,Geomet rical effects and  requirements,
Physics,Focal spot size,
Physics,Collimation,
Physics,Heel effect,
Physics,Acquisition systems,
Physics,Screen/f ilm,
Physics,Digital,
Physics,CR systems,
Physics,Flat-panel systems,
Physics,Dual-energy,
Physics,Linear tomography,
Physics,Tomosynthesis,
Physics,Image characte ristics,
Physics,Spatial resolut ion,
Physics,Contrast sensit ivity,
Physics,Noise,
Physics,Temporal resolution,
Physics,artifacts,
Physics,Application requirements,
Physics,Chest,
Physics,Abdomen,
Physics,Spine,
Physics,Extremities,
Physics,Pediatrics and  neonatal,
Physics,Portable/mobile,
Physics,Dosimetry,
Physics,Entrance skin exposure,
Physics,Effective dose,
Physics,Appropriate organ doses,
Physics,Doses for different procedures,
Physics,Technique opt imization,
Physics,Factors affecting patient dose,
Physics,Technique (e.g. kVp mA time),
Physics,Imaging geometry,
Physics,Beam filtration and grid,
Physics,Field size,
Physics,Exposure class,
Physics,Quality control (QC) tests and frequencies,
Physics,Mammography,
Physics,Clinical importance,
Physics,Mam mog raphy  equipment,
Physics,Dedicated x-ray tube,
Physics,Anode materials,
Physics,kVp,
Physics,Focal spot  size and characterist ics,
Physics,Target-filter combinations,
Physics,X-ray spect ra,
Physics,Low peak kilovoltage  (kVp),
Physics,Half-value layer (HVL),
Physics,Breast compression paddle,
Physics,Collimation,
Physics,Grids,
Physics,Automatic exposure control (AEC),
Physics,geometry,
Physics,Source-to-image receptor distance (SID),
Physics,Source-to-object distance (SOD),
Physics,Object-to-image  receptor distance (OID),
Physics,Chest-wall coverage,
Physics,Heel effect,
Physics,Magnification,
Physics,Advantages of  magnification,
Physics,Acquisition systems,
Physics,Screen/f ilm and  film  processing,
Physics,Full-field  digital  mammography,
Physics,Tomosynthesis systems,
Physics,Stereotactic biopsy systems,
Physics,artifacts,
Physics,Radiation dose,
Physics,Entrance  skin  exposure,
Physics,Average glandular  dose,
Physics,Dose limits,
Physics,Factors affecting patient radiation dose,
Physics,Radiation risk versus benef its of screening,
Physics,Viewing images,
Physics,Lighting requirements:  luminance and  illuminance,
Physics,Dedicated view boxes and displays,
Physics,Dedicated PACS,
Physics,Quality control,
Physics,mammography  Quality Standards Act (MQSA),
Physics,Personnel requirements,
Physics,Dose  limits,
Physics,Image quality and accreditation  phantom,
Physics,American College of Radiology (ACR) accreditation,
Physics,Fluoroscopy and Interventional  Imaging,
Physics,System components,
Physics,Tube,
Physics,Filtration,
Physics,Collimation,
Physics,Grids,
Physics,Automatic bright ness control (ABC),
Physics,Automatic  bright ness stabilization (ABS),
Physics,Compensation filters,
Physics,Configurations and  geometry,
Physics,Focal spot size,
Physics,Magnification,
Physics,Under-table versus over-table x-ray tube,
Physics,C-arms,
Physics,Image intensifier (II) acquisition systems,
Physics,II structure,
Physics,Gain,
Physics,Field of view (FOV) mag nification and  resolution,
Physics,Cameras and video systems,
Physics,Image distortions,
Physics,Lag,
Physics,Veiling glare,
Physics,Vignetting,
Physics,Other: pincushion barrel “S”-distortion,
Physics,Flat-panel acquisit ion systems,
Physics,Detectors,
Physics,Magnification,
Physics,Binning,
Physics,Comparison to II,
Physics,Image distortions,
Physics,Correlated noise,
Physics,Lag,
Physics,Ghosting,
Physics,Real-time imaging,
Physics,Continuous fluoroscopy,
Physics,High-dose  rate fluoroscopy,
Physics,Variable frame-rate pulsed fluoroscopy,
Physics,Spot images,
Physics,Operating mode variables,
Physics,Effective mA,
Physics,Pulse width,
Physics,Variable  beam filtration,
Physics,Software processing,
Physics,Image quality,
Physics,Low-contrast sensitivity,
Physics,High-contrast (spatial)  resolution,
Physics,Temporal resolution,
Physics,Noise,
Physics,Image processing,
Physics,Frame averaging,
Physics,Last-image hold  and  last-series hold,
Physics,Digital subtraction angiography (DSA),
Physics,Road  mapping,
Physics,Cone beam CT,
Physics,Applications,
Physics,Dose  and dosimet ry,
Physics,Federal and st ate regulations,
Physics,Dose  rates and  limits,
Physics,Audible alarms,
Physics,Recording of  “beam-on” time,
Physics,Minimum source-to-patient distance,
Physics,Sentinel event,
Physics,Dose-area-product  (DAP) and  Kerma-area- product  (KAP) meters,
Physics,Entrance skin exposure,
Physics,Peak skin dose,
Physics,Cumulative dose,
Physics,Patient dose for various acquisition modes,
Physics,Operator and  staff dose considerations and  protection,
Physics,Technique optimization and factors affecting patient dose,
Physics,CT,
Physics,System components,
Physics,System geometry,
Physics,Parameters for image acquisition,
Physics,kVp,
Physics,mA,
Physics,Rotation time,
Physics,Table  speed,
Physics,Pitch,
Physics,Image thickness versus beam width,
Physics,Image formation,
Physics,Attenuation coefficient,
Physics,Hounsfield  unit  (HU) definition,
Physics,Axial filtered back-projection,
Physics,Helical  reconstruction,
Physics,Iterative reconstruction,
Physics,Modes of operation,
Physics,Image contrast detail and  noise,
Physics,artifacts,
Physics,Image processing and display,
Physics,Clinical application and protocols,
Physics,Dose  and dosimet ry,
Physics,Dose  profile,
Physics,CT dose index and CTDIvol,
Physics,Multiple scan average dose (MSAD),
Physics,Dose-length product (DLP),
Physics,Organ dose and  effective dose,
Physics,Size-specific estimated dose,
Physics,Adult and  pediatric technique optimization,
Physics,Beam width and  pitch,
Physics,Over-beaming and over-ranging,
Physics,Technique optimization and factors affecting patient dose,
Physics,kVp  mA and  rotation time,
Physics,Patient size,
Physics,Table increment table speed and  pitch,
Physics,Scan  length,
Physics,Number of  phases (e.g. pre- and  post-contrast),
Physics,Technique selection,
Physics,Dose  modulation schemes,
Physics,Dual source,
Physics,Patient shielding (pros and cons),
Physics,Ultrasound (Please see Ultrasound Section of the Core Exam Study Guide for  a more detailed physics outline.),
Physics,Properties of  ultrasound waves,
Physics,Interaction of sound waves and tissue,
Physics,Acoustic propert ies of tissues,
Physics,Transducer components and design,
Physics,Transducer selection for clinical applications,
Physics,Ultrasound beam characterist ics and  beam formation,
Physics,Grayscale ultrasound image formation and scanning modes,
Physics,Grayscale image optimization,
Physics,Doppler phenomenon and  scanning modes,
Physics,Optimization of  Doppler parameters,
Physics,Gray-scale and  Doppler artifacts,
Physics,Advanced imaging methods,
Physics,3D/4D volumet ric imaging,
Physics,Harmonic imaging,
Physics,Spatial compounding,
Physics,Ultrasound contrast agents,
Physics,Elastography,
Physics,Thermal and  non-thermal effects on tissue and  ultrasound safety,
Physics,Equipment quality assurance,
Physics,MRI,
Physics,Magnetism and  magnetic fields,
Physics,Magnetic susceptibility,
Physics,Types of  magnetic materials,
Physics,Magnetic fields (B),
Physics,Magnetic moment interaction with an external field  (B0): the Larmor equation and precessional frequency,
Physics,Net magnetization due to  B0 and field strength,
Physics,Nuclear MR and excitation,
Physics,MR signal  propert ies,
Physics,Spin  density (proton),
Physics,T2 (transverse) relaxation,
Physics,T2* relaxation,
Physics,T 1  (longitudinal) relaxation,
Physics,T1-weighting T2-weighting proton density-weighting,
Physics,Pulse sequences and contrast mechanisms,
Physics,Echo time (T E)  repet ition time (T R) and  inversion time (TI),
Physics,Spin-echo (SE)  pulse sequences,
Physics,Inversion-recovery  spin-echo pulse sequences,
Physics,Gradient-echo  (GE or GRE) pulse sequences,
Physics,Echo-planar (EPI) pulse sequences,
Physics,Fast- or turbo-spin-echo (FSE)  pulse sequences,
Physics,Manipulation of  pulse sequence characteristics,
Physics,MR instrumentation,
Physics,Static magnetic field  (B0) systems,
Physics,Gradient fields and the gradient subsystem,
Physics,Shimming and  shim coils,
Physics,Radiof requency transmitter (B1) subsystem,
Physics,Radiof requency  receiver subsystem,
Physics,Radiof requency coils,
Physics,Spatial localization,
Physics,Slice-selection,
Physics,Phase-encoding,
Physics,Frequency-encoding,
Physics,Two-dimensional Fourier transform (2DFT) image reconstruction,
Physics,k-space descript ion,
Physics,Methods of filling k-space,
Physics,Image characterist ics,
Physics,Factors affecting spatial resolution,
Physics,Factors affecting signal-to-noise ratio (SNR),
Physics,Tradeoffs among spatial resolution SNR and acquisition time,
Physics,Factors affecting image contrast,
Physics,Contrast agents,
Physics,Spatial saturation and fat suppression,
Physics,Special acquisition techniques,
Physics,Angiography,
Physics,Diffusion perf usion and  neuro imaging,
Physics,Functional MRI (fMRI),
Physics,Magnetization transfer contrast (MTC),
Physics,artifacts,
Physics,Safety bioeffects and  FDA limits,
Physics,Static magnetic field (ferro mag netic materials),
Physics,Radiof requency field (heating),
Physics,Gradient field  (nerve stimulation),
Physics,Contrast agent safety issues,
Physics,Accreditation quality control (QC) and quality improvement,
Physics,Components of an ACR MRI accreditation  program,
Physics,Quality control phantoms and  measurements,
Physics,Quality improvement  program considerations,
Physics,Nuclear Radiology Physics and Instrumentation,
Physics,Physics of the nucleus,
Physics,Nuclear nomenclature (isotope isobar isotone isomer),
Physics,Nuclear stability,
Physics,Radioactivity,
Physics,Radioactive decay modes,
Physics,Gamma emission,
Physics,Alpha decay,
Physics,Beta decay,
Physics,Beta minus,
Physics,Beta plus (positron),
Physics,Electron capture,
Physics,Isomeric transition:  99m Tc,
Physics,Radioactivity,
Physics,Def inition of terms,
Physics,Radioactivity,
Physics,Decay constant half  life,
Physics,Tracer principle,
Physics,Exponential decay equation,
Physics,Radionuclide equilibrium,
Physics,Secular and transient equilibrium,
Physics,Radionuclide generators:  99 Mo/99mTc 82Sr/82Rb 68Ge/68Ga,
Physics,Radionuclide production,
Physics,Neut ron activation,
Physics,Fission  byproducts,
Physics,Charged particle accelerators,
Physics,Radiation detectors,
Physics,Detection parameters,
Physics,Efficiency,
Physics,Energy resolution,
Physics,Count  rate capability,
Physics,Spatial  resolution,
Physics,Count ing statistics,
Physics,Ionization detectors,
Physics,Ionization versus voltage curve:  recombination saturation proportional and Geiger– Müller  regions,
